업체명,위도,경도,폐업여부
태아장모텔,35.11769539,129.040114,N
프린스모텔,35.11744607,129.040435,N
진주여인숙,35.1178373,129.040405,N
프린스모텔,35.11744607,129.040435,N
보라장,35.11784224,129.0405127,N
목화모텔,35.11821419,129.0395666,N
더비에스호텔,35.11856186,129.0425935,N
센텀모텔,35.1184087,129.0425212,N
케이게스트,35.11810172,129.0423707,N
하운드호텔 부산역,35.11775044,129.0426829,N
플러스모텔,35.11875401,129.0409266,N
세종장여관,35.11949973,129.042628,N
장안여관,35.12055424,129.0431888,N
호텔그레이초량,35.12210939,129.0443324,N
호텔포레,35.12258841,129.0445878,N
호텔포레 부산역점,35.12257601,129.0446127,N
OJ모텔,35.1238101,129.0453933,N
동해장여관,35.11894293,129.039534,N
서채,35.11949676,129.0309317,Y
무진장여관,35.11883781,129.0396469,N
황금여인숙,35.11659924,129.0388549,N
스마일모텔,35.11673391,129.0390275,N
단테하우스B,35.11663762,129.0389709,N
샤이어호텔,35.11763698,129.0399496,N
귀빈모텔,35.11570063,129.0387527,N
스마일모텔,35.11673391,129.0390275,N
디노호텔,35.11587351,129.0387715,N
마이호스텔 부산역점,35.11581904,129.0385736,N
콜모텔,35.11608219,129.0386183,N
궁중손칼국수,35.11678579,129.0390744,N
오션모텔,35.11560152,129.0386132,N
썬모텔,35.11595208,129.0384489,N
단테라운지,35.11661577,129.0389658,N
단비,35.11951694,129.0405523,N
한림양식당,35.11915372,129.040691,N
힐코모텔,35.11945996,129.0406798,N
만복장여관,35.11955094,129.0406791,N
황진이,35.11927068,129.0405475,N
만복장여관,35.1195509,129.0406791,N
만수장,35.11932041,129.0404441,N
갑진여인숙,35.11970507,129.0394659,N
유진장모텔,35.119845,129.0392501,N
갑진여인숙,35.11970772,129.0394599,N
CHORYANG38,35.12168984,129.0345615,N
이스튼모텔,35.11959507,129.0390441,N
힐모텔,35.12133226,129.0397502,N
신부여인숙,35.12118593,129.0392959,N
로얄장여관,35.11766486,129.038798,N
산동여관,35.11665209,129.0384699,N
부산숙박닷컴,35.11715373,129.0385214,N
필모텔,35.11782509,129.0388609,N
게스트하우스 싱글싱글,35.11370828,129.0368101,N
Inside Busan Hostel,35.11340821,129.0360857,N
워라밸게스트하우스,35.11317473,129.0362672,N
태림하우스,35.11400751,129.0366828,N
Elephant House,35.11344213,129.0363969,N
부산숙박닷컴,35.11714316,129.0385157,N
대원장여관,35.1165128,129.0379225,N
주식회사 모닝듀,35.11417796,129.0364591,N
정하우스,35.11460321,129.0374652,Y
도원장여관,35.11892367,129.0390269,N
동신장여관,35.11892558,129.0388133,N
한길여인숙,35.11886264,129.0394528,N
르컬렉티브G7바이어반스테이,35.11645529,129.0459152,N
스위트모텔,35.20141838,129.0881829,N
꿈모텔,35.2013744,129.0880579,Y
프린스모텔,35.20137336,129.0880551,N
리베모텔,35.20053444,129.087462,N
희망타운빌,35.20140507,129.0885514,N
수림모텔,35.20122752,129.0881067,N
명조여관,35.20568707,129.0825106,Y
향수장여관,35.20495312,129.0826179,N
락모텔,35.20483979,129.0821971,N
COCO모텔,35.20394651,129.083671,N
가자2,35.20473296,129.0828039,Y
가자,35.2048618,129.0827205,N
MEGAMOTEL,35.20516412,129.0826781,N
헬로,35.20485831,129.0830224,N
남도여인숙,35.20403256,129.0835377,N
로망모텔,35.20486599,129.08269,Y
꿈모텔,35.20473987,129.0827719,N
지엔지모텔,35.20436659,129.0833661,N
보브모텔,35.20454579,129.0832239,N
호텔아마레,35.20468963,129.0831113,N
에덴모텔,35.20413842,129.0836397,N
브이모텔,35.20508832,129.0829454,N
계림장여관,35.20454846,129.0822474,N
삼육구모텔,35.20444908,129.0835178,N
토토모텔,35.20426506,129.0838011,N
명조여관,35.20677564,129.0825676,N
동성,35.20607041,129.0837393,Y
전망좋은민박게스트하우스,35.21267189,129.099115,Y
보림모텔,35.20393788,129.1014678,N
서호모텔,35.202866,129.0994536,N
롯데모텔,35.20992859,129.1046825,N
청록장,35.20384149,129.1012297,N
동래구평생학습관,35.21152834,129.0956968,N
해피홈스테이,35.20569656,129.088553,Y
현대여인숙,35.20432462,129.0853123,Y
보람게스트하우스,35.1980562,129.0521547,Y
THEANTIQUE,35.20003036,129.0666361,Y
크리스탈모텔,35.20124108,129.0847325,N
은성여관,35.20265821,129.0877332,Y
한일장,35.20316289,129.0841292,N
귀빈장,35.20274121,129.0844604,N
더빌,35.20276762,129.084316,Y
세븐브릿지,35.20163699,129.0861289,N
로망스모텔,35.20196013,129.0858529,N
화성,35.20252856,129.0859648,Y
동성여인숙,35.20246274,129.0862271,Y
블루힐모텔,35.20040574,129.085257,N
마모텔,35.20198818,129.0876892,N
명신여관,35.20255391,129.0865148,Y
라찌모텔,35.19679734,129.0976665,N
리셰,35.19655468,129.0974508,N
SAINT9,35.19656504,129.0976905,Y
세인트나인호텔,35.19656504,129.0976905,N
영빈장여관,35.19932586,129.0985475,N
화목,35.19891599,129.0986709,Y
이브모텔,35.1993243,129.0985159,N
토담황토방모텔,35.21850284,129.0799206,Y
스카이,35.21850452,129.0800547,Y
VOS모텔,35.21912199,129.0807266,N
호텔농심,35.22025936,129.0823201,N
천일온천호텔,35.2214515,129.0813225,N
녹천온천호텔,35.22049791,129.0809067,N
중앙온천,35.22068477,129.0811585,N
호텔프랑스,35.2225688,129.0810093,N
6번가모텔,35.22395456,129.0820084,N
형제그린빌,35.21602001,129.0783187,N
한솔모텔,35.2233701,129.0820883,N
한송원룸,35.22324466,129.0820007,N
문화장여관,35.22356063,129.0819004,N
영진여인숙,35.2163905,129.0783236,Y
대양오션,35.22295943,129.0815356,N
수원장여관,35.22332752,129.0812279,N
동남장여관,35.22296786,129.0810078,N
목원장여관,35.21987424,129.080571,N
롯데별장여관,35.22119976,129.0805233,Y
세금장모텔,35.21991951,129.0800662,N
대영모텔,35.21960521,129.0802391,Y
식물장여관,35.22320444,129.0811528,N
동궁장여관,35.22373077,129.0819959,N
청송장여관,35.22320439,129.0821637,N
도브호텔,35.21915508,129.0796287,N
금강골드모텔,35.21756249,129.0786483,Y
만우장모텔,35.22300786,129.0817765,Y
W모텔,35.2185717,129.0814413,N
한림,35.2179585,129.0799103,Y
비바체,35.2180015,129.0797868,Y
무아모텔,35.22004584,129.079913,N
대성관호텔,35.21959359,129.0811015,N
갤럭시모텔,35.21973859,129.0806508,N
파란하늘,35.2198963,129.08145,Y
카리노호텔,35.21956197,129.0815137,N
호텔킹,35.21997334,129.0811432,N
대일장여관,35.22041779,129.0803173,Y
한빛장,35.22057612,129.0801857,N
은성장여관,35.2208107,129.0801934,N
더고침펠리스,35.21536592,129.0780404,N
호텔MVG,35.21396901,129.0787787,N
동성,35.20831506,129.070707,Y
평강여관,35.20819364,129.0710664,N
금강국민호텔,35.22503944,129.0747994,N
고성장,35.21201609,129.0584188,N
The M Hotel,35.21235174,129.059827,N
동래온천호텔,35.21290664,129.0785243,N
해미,35.21384988,129.0774876,Y
인터파크모텔,35.21308492,129.0783213,N
뉴부산모텔,35.21359966,129.0784161,N
젬모텔,35.21328281,129.0782594,N
동래온천호텔,35.21336253,129.0780856,N
예천장여관,35.21390798,129.0781905,N
뉴부산모텔,35.21358385,129.0784282,N
로얄모텔,35.20697481,129.0698191,N
에이스,35.20532489,129.0698323,N
더스톤브릿지호텔,35.20254823,129.0697081,N
선우장여관,35.20644826,129.07128,N
꿈의궁전모텔,35.205262,129.0671086,Y
이화장,35.20598491,129.0671773,N
민정텔,35.20604802,129.0688688,N
하나빌,35.20594404,129.0689965,N
백송모텔,35.20634353,129.0680574,Y
해피맘하우스,35.20426447,129.0677075,N
거북장모텔,35.20314676,129.0661053,N
오렌지별장,35.20338709,129.067675,N
골든웰모텔,35.20298459,129.067775,Y
사직 덴바스타 시그니처호텔,35.20343416,129.0680018,N
사직 덴바스타 시그니처호텔,35.20342904,129.0679934,N
페이지호텔,35.20326038,129.0686595,N
올리브 모텔,35.2033293,129.0689836,N
에스에스모텔,35.20290356,129.068984,N
코리아나모텔,35.2200687,129.084895,N
하이원레지던스,35.21583908,129.079471,Y
레지던스에이치,35.21584363,129.0794748,Y
온천장오호텔,35.21600163,129.0793198,N
동래모텔,35.22014273,129.0846607,N
보노호텔,35.21557401,129.0792434,N
지앤지모텔,35.21585599,129.0793081,N
썬모텔,35.22020981,129.0849217,N
송원별장,35.21977299,129.0841225,N
레지던스H,35.21586297,129.079478,Y
369모텔,35.22122587,129.0821613,N
S모텔,35.22150382,129.0823211,N
드림모텔,35.22088151,129.081813,N
현대온천,35.22136001,129.0815762,N
만수여관,35.22098032,129.0816271,Y
현대온천레지던스,35.22161621,129.0816342,Y
온천테마모텔,35.22112354,129.0817475,Y
허심모텔,35.22141907,129.0820034,N
황토방모텔,35.22235087,129.0842093,N
천우장,35.22200373,129.0841633,N
도윤빌,35.22225357,129.0844037,N
대성장여관,35.22346922,129.0825686,Y
라메르,35.22194734,129.0842903,N
푸른장여관,35.22235746,129.0837334,N
호텔L,35.21620536,129.0813389,Y
우림여관,35.2076538,129.0718274,N
청원장여관,35.20737803,129.0731786,N
호텔야자,35.2177684,129.0828464,N
호텔오즈,35.21804237,129.0829242,N
호텔 이그니스,35.21816786,129.0829875,N
JS모텔,35.21788848,129.0828957,N
미투나호텔,35.21681674,129.0787685,N
이브레지던스,35.21827858,129.0817522,N
아담빌라,35.21835409,129.0817073,N
큐브모텔,35.21825937,129.0813665,N
샤인모텔,35.21814722,129.0815181,N
타히티모텔,35.21793047,129.0808971,N
CG모텔,35.2161254,129.0792039,N
리&빌,35.21479547,129.0781106,N
솔롱고스백패커스,35.21520187,129.0787152,N
모심빌,35.21731408,129.0800112,N
올레지던스,35.21682926,129.0795157,N
대림장여관,35.21673772,129.0794007,N
그린모텔,35.21699406,129.0792892,N
빅토리아모텔,35.21718772,129.0795104,N
오가모텔,35.21688037,129.0792337,Y
동산모텔,35.20728569,129.0705552,N
태백모텔,35.20671492,129.0704623,N
투유모텔,35.20648679,129.0701242,N
하운드호텔 미남역점,35.20571838,129.0703725,N
하루호텔,35.20635918,129.0704533,N
볼리아 사직점,35.20499854,129.0700457,N
유토피아모텔,35.2061165,129.0700612,N
태백모텔,35.2067116,129.0704541,N
투헤븐호텔,35.20517043,129.0700421,N
버튼호텔,35.20568733,129.0700898,N
모텔테라메르,35.2053059,129.0700594,Y
고궁장여관,35.20704536,129.0705456,N
파라죠모텔,35.20692903,129.0703321,N
미스터브릭호텔,35.20686582,129.0698944,N
에이치에비뉴,35.20660287,129.0700647,Y
코지트리,35.20241763,129.0896044,Y
온천특실,35.15398681,129.0341275,N
호텔꿀비,35.15516374,129.0361714,N
태화여관,35.15630674,129.0429364,N
태화여관,35.15624486,129.0429463,N
더블유모텔,35.15217527,129.0216406,N
"네이버지도명 - '부산 개금e패션', 간판 - '호텔 e패션'",35.15236756,129.0234863,N
버킹검모텔,35.15251828,129.023101,N
레인보우모텔,35.15234276,129.0230705,N
레인보우호텔,35.15233057,129.0230578,N
허브모텔,35.14852999,129.020877,N
은하탕,35.15759592,129.0491411,N
다온하우스,35.15762072,129.0454496,N
센트모텔,35.15757646,129.0485476,N
피노키오,35.15775378,129.0489802,N
고궁모텔,35.15741683,129.04877,N
리버모텔,35.15767736,129.0485892,N
서림장여관,35.16620607,129.0394561,N
서림장여관,35.16621871,129.039455,N
봉선모텔,35.16592872,129.0406128,N
GREENHOUSE,35.15801113,129.0407351,Y
평해여인숙,35.16285594,129.0442595,N
밀양,35.16272963,129.0427096,Y
부일장여관,35.15925736,129.0499415,N
부일장여관,35.15926012,129.0499794,N
보강여인숙,35.1424925,129.057987,Y
산들수피아,35.14313517,129.0583591,Y
9번가트래블텔,35.14385332,129.0587778,N
주안하우스,35.14399652,129.0585515,N
네이버지도명 - '9번가 트래블텔',35.14389172,129.0587926,N
부산장,35.14350287,129.0582939,N
천애,35.14293033,129.0619013,Y
그랜드빌,35.14362568,129.0584824,N
YUNSHOUSE,35.1550816,129.0459097,Y
화동장,35.14291051,129.0554592,N
화동장,35.14290338,129.0554534,N
다이나믹게스트하우스,35.14980569,129.0576677,N
목화장여관,35.14700256,129.0579147,Y
대호모텔,35.14225239,129.0630143,N
호텔아모르,35.14223867,129.062617,Y
덴바스타호텔,35.14314713,129.0627571,N
예스모텔,35.14223464,129.0626147,N
K모텔,35.14244583,129.0625915,N
호텔큐파이브,35.14244873,129.0628281,N
7TH호텔,35.14807919,129.0586217,N
대성여인숙,35.14795338,129.058316,N
더호텔7TH,35.14807636,129.0586028,N
부산여인숙,35.1446214,129.0597165,N
"POI명 - 부산, 네이버지도명 - 부산여인숙",35.14463642,129.0597193,N
타히티모텔,35.1431687,129.0614892,Y
네이버지도명-이그이스모텔,35.1483474,129.06164,N
G7호텔,35.1490178,129.0609645,N
오즈모텔,35.14883192,129.061417,N
하루호텔,35.14856508,129.0604133,N
김치게스트하우스,35.14837391,129.0603388,N
투헤븐모텔,35.1480956,129.0604701,N
리순덕호텔,35.14870954,129.0602228,N
브라운도트호텔,35.14848638,129.0606016,N
하운드호텔,35.14823734,129.060463,N
투헤븐호텔,35.14809918,129.0604164,N
호텔25시,35.14799932,129.0604833,N
호텔콤마,35.14856646,129.0601728,N
싸이버모텔,35.14820527,129.0602296,Y
네이버지도명 -'리순덕호텔',35.14871457,129.0602029,N
SS모텔,35.14884811,129.0601953,N
서림모텔,35.14511351,129.0598767,N
프렌치코드호텔,35.14726223,129.0602891,N
잉카모텔,35.16836433,129.0511585,N
로얄모텔,35.16802104,129.0512825,N
프린스별장,35.16810891,129.0514121,Y
잉카모텔,35.16832333,129.0511642,N
유림장여관,35.16734467,129.0517383,Y
월성모텔,35.16532017,129.0510155,N
경일장여관,35.15964004,129.0505653,N
경일장여관,35.15960708,129.0505624,N
경일장여관,35.15960708,129.0505624,N
월성모텔,35.16076458,129.0507725,Y
목원장여관,35.16209329,129.0543514,N
브라운도트호텔,35.15144681,129.0581988,Y
롯데호텔,35.15671602,129.0555873,N
부산롯데호텔,35.15679003,129.0564162,N
테마모텔,35.15842284,129.0539795,N
수연장여관,35.15798523,129.0542796,N
브라운도트 호텔 서면역점 비즈니스,35.15660168,129.0540147,N
올인모텔,35.15886183,129.055097,N
프로포즈 모텔,35.15528276,129.0569114,N
K9모텔,35.15533374,129.0567822,N
더블린호텔,35.15505577,129.056593,N
휴모텔,35.15473986,129.0568235,N
계림장여관,35.15746734,129.0620246,N
더홈레이디,35.1594476,129.0621044,N
S모텔,35.15474701,129.0620462,N
소호호텔,35.15861686,129.0617684,N
삼호장여관,35.15850849,129.0613344,N
모텔YOU아인,35.15815594,129.061546,Y
레지던스머뭄,35.15884453,129.0617251,N
동경장여관,35.15814259,129.0613647,N
하루모텔,35.15618517,129.0612268,N
홈호텔,35.1563924,129.0617138,N
다뉴브호텔,35.15607314,129.0615952,Y
아주여관,35.164229,129.0610691,N
거북장여관,35.16430723,129.061176,N
거북장여관,35.16426746,129.0612815,N
초원호텔,35.15472573,129.0551369,Y
도원장,35.1634603,129.0597247,N
티알티호텔,35.15323683,129.0558452,Y
지지배,35.15903981,129.0544999,N
TRTHOTEL,35.15323683,129.0558452,N
짝호텔,35.15295948,129.0566393,Y
호텔초원,35.15466742,129.0551348,Y
오스카관광호텔,35.15223043,129.0570959,Y
부산비즈니스호텔,35.15614787,129.0544041,Y
SF장모텔,35.15193184,129.0566732,Y
샤이어호텔,35.15223043,129.0570959,N
퀸스호텔,35.15502879,129.0553457,N
크로바여관,35.16112187,129.0549787,N
원진,35.16321083,129.0594999,N
황실장여관,35.16112961,129.0552612,Y
SF모텔,35.1519504,129.0567026,N
유니크스테이,35.15533642,129.0547556,N
부산 비즈니스 호텔,35.15610984,129.0545363,N
오스카호텔,35.1522305,129.0570977,Y
짝럭셔리호텔,35.15298466,129.0564824,N
호텔시카고,35.15371051,129.055685,Y
국제장여관,35.1611811,129.0572887,N
국제여관,35.16117916,129.0572847,N
국제여관,35.16117916,129.0572847,N
부호장여관,35.16116578,129.058248,N
부호장,35.16116486,129.0582422,N
부산장,35.16010913,129.058456,N
부산모텔,35.16011492,129.0584541,N
로망스모텔,35.16115621,129.0584878,N
우리모텔,35.15336443,129.0568818,N
호텔제이세븐원,35.15249867,129.0570318,Y
호텔제이세븐투,35.15239458,129.0570356,Y
호텔더로사,35.15249867,129.0570318,Y
넘버25 호텔 서면1번가점,35.15261614,129.0570678,N
호텔치즈,35.15344774,129.0565869,N
온,35.15356318,129.0565774,Y
V.V모텔,35.15367424,129.0570416,N
더블유호텔,35.15274897,129.0566869,Y
호텔J7,35.15239458,129.0570356,N
모텔오투,35.15331752,129.0571502,N
시티호텔지앤지,35.15359537,129.0568996,N
ON모텔,35.15356497,129.0565007,N
필 모텔,35.15316477,129.0569413,N
Y모텔,35.15242629,129.056806,N
아바모텔,35.15386379,129.0571096,N
하림장모텔,35.15861186,129.0537162,N
세운장,35.15879499,129.056335,Y
뉴부산장여관,35.15843714,129.056426,N
라라비안코 비즈니스 호텔,35.15882716,129.0559571,N
수빈장여관,35.15972742,129.0568339,N
더블유모텔부산,35.15990707,129.0569352,N
호텔티티,35.16069778,129.0564859,N
W모텔,35.15992419,129.0569148,N
부산여인숙,35.1596953,129.0568919,N
캘리호스텔 서면본점,35.16026523,129.0592033,N
J모텔,35.16008446,129.0586352,N
놈모텔,35.15995398,129.0552562,N
이화장모텔,35.16048876,129.0563342,N
369모텔,35.16064593,129.0560726,N
호텔밴드,35.16064593,129.0560726,N
동광여인숙,35.16235374,129.0574276,N
동광여인숙,35.16235374,129.0574276,N
초원장,35.16216813,129.0564855,N
쉬리모텔,35.15997944,129.0596214,N
조아모텔,35.15991504,129.0597916,N
삼화여관,35.16039938,129.0604428,N
OK모텔,35.16005096,129.0596829,N
넘버25호텔,35.15914491,129.0594884,N
조아장,35.15991504,129.0597916,Y
부산 서면 블루밍호텔,35.15200989,129.0581902,N
IB호텔,35.15224743,129.0572604,N
유나호텔 비지니스,35.15198678,129.0573227,N
블루모텔,35.15294788,129.0572747,N
사우스반데코호텔,35.15104769,129.0581902,N
솔라리아니시테츠호텔,35.15237637,129.0581917,N
부영모텔,35.15388455,129.0573324,Y
현대모텔,35.15228841,129.0574181,Y
K7모텔,35.15367946,129.0573229,N
몰디브모텔,35.15368163,129.0571754,N
트래블라이트,35.15466291,129.058243,N
일번가모텔,35.15479903,129.0582028,N
스테이원,35.15479903,129.0582028,N
숨모텔,35.159798,129.0555861,N
홍도장여관,35.15913452,129.0561328,N
숨모텔,35.15979792,129.0555861,N
부산게스트하우스세리인,35.15932136,129.0559058,N
ZAVA모텔,35.15930416,129.05615,N
경성여관호텔,35.15970246,129.0563274,Y
브이모텔,35.15976272,129.0565217,N
모텔지에스,35.16136043,129.0548109,N
월렉스모텔,35.16122887,129.0546082,N
올리브모텔,35.15835254,129.0553756,N
핑크장,35.15834458,129.0555458,N
하이모텔,35.15817134,129.0559002,N
핑크모텔,35.15835442,129.0555453,N
쌍마모텔,35.15839448,129.0559993,N
롯데빌,35.15789902,129.0613752,Y
롯데빌,35.15798383,129.0613569,Y
QT모텔,35.15582712,129.0603682,N
제니하우스,35.15694241,129.0598572,N
미호재스테이,35.15693928,129.0598549,N
금하장여관,35.15922408,129.0613285,N
금하장여관,35.15922782,129.0613186,N
브라운도트 호텔 서면1호점,35.15896579,129.0611729,N
젠백팩커스호스텔,35.15366742,129.0540269,N
블루백팩커스호스텔,35.15247589,129.055282,N
시카고호텔,35.15370539,129.0555294,Y
"네이버지도명 - '미니 바이 유니크스테이', 간판 - 'HOTEL MINI'",35.15297378,129.0548166,N
1박2일모텔,35.15335227,129.0547118,N
X모텔,35.15232348,129.060067,N
K게스트하우스,35.15270274,129.0585855,N
24게스트하우스,35.15285601,129.0585788,N
호텔야자,35.1511465,129.0586256,N
삼천장,35.15712977,129.0601993,N
이비스앰배서더,35.16184477,129.0618816,N
어반스테이더센트럴,35.15931262,129.0609156,N
어스틴게스트하우스,35.15183234,129.0603425,N
다니엘게스트하우스,35.1513606,129.0610997,Y
삼호장여관,35.15483716,129.0605006,N
블루호텔,35.15576579,129.0610557,Y
삼호모텔,35.15483513,129.0605182,Y
호텔유케이,35.15386257,129.0613436,N
지오모텔,35.15371909,129.0614722,N
그랑호텔,35.15411878,129.0611082,N
호텔 아리아 서면,35.1560295,129.0612241,N
브이호텔,35.15474852,129.0557498,N
호텔엘레펀트,35.15532509,129.0560521,N
호텔 25시,35.15484717,129.0562535,N
호텔 더 스위트,35.15504664,129.0562299,N
렛츠고모텔,35.15521349,129.0555028,N
호텔더스위트,35.15504664,129.0562299,N
호텔와이티티,35.15555822,129.0553379,N
하운드호텔,35.15485427,129.0560237,N
호텔25시,35.15484717,129.0562535,N
태양모텔,35.15532634,129.0558916,Y
쉼모텔,35.15529254,129.0554273,N
와우모텔,35.15513609,129.0559556,N
꿈의궁전모텔,35.15552828,129.0562299,N
라이온호텔,35.15508346,129.056101,N
부산모텔,35.1548188,129.0555147,Y
YTT모텔,35.15555808,129.0553418,N
호텔야자,35.15556388,129.0560698,N
더클럽호텔,35.15485176,129.0565632,N
더클럽호텔,35.15478012,129.0565531,N
파레스빌,35.15410309,129.0563925,Y
아르반호텔,35.15463886,129.0571894,N
엔젤호텔,35.1540265,129.0619158,N
호텔 엔젤,35.15408577,129.0618853,N
화성장여관,35.15566686,129.0606589,N
동명장여관,35.15560968,129.0605483,N
R모텔,35.15507189,129.0619244,N
명신,35.15944614,129.0598243,Y
신신호텔,35.15980174,129.0589835,N
간판 - 태화모텔,35.16254874,129.0592094,N
브이원스토리,35.17269578,129.0702968,Y
순우정모텔,35.1701914,129.0677145,N
화지청소년문화회관,35.17514854,129.0616758,N
양정청소년수련관,35.17729624,129.0717334,N
낙원모텔,35.17122324,129.0690058,N
스테이에비뉴호텔 양정점,35.17122129,129.0691565,N
브라운도트 호텔 양정점,35.17136231,129.0691209,N
1박2일,35.17121398,129.0691503,Y
낙원모텔,35.17121792,129.0689993,N
스테이에비뉴호텔 양정점,35.17121398,129.0691503,N
반도,35.17208889,129.0698389,Y
선풍장여관,35.17073869,129.070587,N
큐브모텔,35.17273658,129.0721349,N
온정,35.1707306,129.0705714,Y
호텔369,35.16912541,129.068879,N
호텔369,35.16911933,129.0688748,N
비전빌,35.17405412,129.0746512,Y
스타빌,35.17349988,129.0733353,Y
호림모텔,35.17301037,129.0726509,N
V1모텔,35.17255174,129.0703982,N
윙크장,35.17551439,129.0739968,N
미광장여관,35.16913002,129.0508317,N
금성장여관,35.17197372,129.0577484,Y
골드모텔,35.15986302,129.0664917,N
카라,35.15378233,129.0691237,Y
영진목욕탕,35.16049079,129.0661793,N
토요코인호텔,35.15796708,129.0640808,N
토요코인호텔 부산서면,35.15796689,129.0640534,N
신라장여관,35.16027882,129.0637298,N
청운장,35.16041044,129.0646596,Y
리아하우스,35.15263866,129.0650172,Y
엘라하우스,35.15669999,129.0645742,N
하루모텔,35.16632243,129.0669624,N
전포여관,35.15473223,129.0604111,N
모텔리베라,35.18110743,129.0484484,N
젬모텔,35.18104508,129.0481203,N
브라운도트호텔,35.18098586,129.0478229,N
쏠호텔,35.18105762,129.0482399,N
짱9모텔,35.18088047,129.0485418,N
모텔리베라,35.18109848,129.0484503,N
꿈나무교통나라,35.18660523,129.0454144,Y
설탕모텔,35.18146413,129.0482347,N
설탕모텔,35.18149589,129.0482395,N
리베라여관,35.18139519,129.0484789,N
리베라모텔,35.18137041,129.0486754,N
이화모텔,35.18114716,129.0486552,N
이화장,35.18114716,129.0486552,N
초읍 유나호텔,35.18214498,129.0482519,N
넘버25 호텔 초읍점,35.18196497,129.048263,N
발렌타인모텔,35.18160136,129.0476416,N
온모텔,35.18115263,129.0477544,N
아이리스모텔,35.1812842,129.0481262,N
루모텔,35.18146837,129.0480579,N
비타민호텔,35.18155566,129.048036,N
비타민호텔,35.18155164,129.0480257,N
라라호텔,35.18220792,129.0478919,N
은빈장,35.182277,129.0478054,Y
로얄모텔,35.18231484,129.0475679,N
코리아나 모텔,35.18225681,129.047671,N
모텔 알리바바,35.18159173,129.0465395,N
아리바바여관,35.18174058,129.0466456,N
아리바바여관,35.18174329,129.0466523,N
경남장여관,35.20612018,128.9989645,N
엠유,35.20640856,128.9993393,N
엠유모텔,35.20641044,128.9993476,N
테크노모텔,35.20657704,128.9994946,N
청포장여관,35.2033517,128.9956474,N
뉴몽블랑모텔,35.20553178,128.9982738,N
녹천장,35.20612312,128.9992365,N
샤롯데모텔,35.20328843,128.9957767,N
향원장모텔,35.20605064,128.9971962,N
중앙,35.2031573,128.9942393,Y
보라장여관,35.20509832,128.9966379,N
아몬드호텔,35.2049175,128.9957229,N
산해,35.2043699,128.9956609,Y
보림,35.20299887,128.994277,Y
울산장,35.20441347,128.9956883,N
명성장여관,35.20399518,128.9950781,N
애플모텔,35.20883043,129.0009864,N
썸모텔,35.20857009,129.0007426,N
이데아호텔,35.20749588,128.9994216,N
스미스호텔,35.20900888,129.0010643,N
한일여관,35.20847856,129.0031491,N
한일여관,35.20848694,129.0031647,N
서울,35.20338034,128.9944307,N
국보장여관,35.20955661,129.0041076,N
백한여인숙,35.20681534,128.9973898,Y
화목장여관,35.20899976,129.0029988,N
A모텔,35.20371899,128.9946933,N
바르도호텔,35.20900686,128.9999617,N
국보장여관,35.20955649,129.0041075,N
삼오장여관,35.20889977,129.0002222,N
V7모텔,35.20378277,128.994749,N
엘리스모텔,35.20385528,128.9948348,N
글로리모텔,35.20916913,129.0003853,N
베니스모텔,35.20903374,129.0004044,N
세븐모텔,35.20960174,129.0005585,N
유선게스트하우스,35.19779347,128.9894959,N
창성장여관,35.20563293,128.996627,N
부산여인숙,35.20555996,128.996564,Y
밀양,35.20577967,128.996368,Y
서전별장,35.20720508,128.9986443,N
동원장여관,35.20707033,128.9984378,N
용궁장여관,35.20718948,128.9982807,N
초록장여관,35.20728847,128.9984417,N
대업장,35.2072045,128.9981747,N
모텔캣츠,35.20680983,128.9975868,N
역전여인숙,35.20642248,128.997406,N
프린스모텔,35.20762221,128.9987717,N
모란장여관,35.20740101,128.9988842,N
M모텔,35.20729714,128.998965,N
뉴캐럿모텔,35.20980823,129.0006952,N
와우모텔,35.20981187,129.0008525,N
I모텔,35.20874951,129.0007573,N
브띠크모텔,35.20911036,129.0008787,N
청우장여관,35.20889291,129.0007317,N
그린모텔,35.20878569,129.0016862,N
V모텔,35.20848622,129.0014935,N
쇼모텔,35.2086426,129.0015774,N
브라운도트호텔,35.20833283,129.001219,N
동영여인숙,35.20721983,129.001318,N
경수장여관,35.20928539,129.0045949,N
은선장,35.20268949,128.9964486,Y
영빈장여관,35.20231771,128.995949,N
태흥장여관,35.20289394,128.9963779,N
은성장여관,35.20279343,128.9963039,N
상록장여관,35.20724257,129.0027771,N
로얄,35.2088723,129.0030616,Y
아림장,35.2083052,129.0030321,N
미오하우스,35.24927116,129.0139454,Y
부산광역시인재개발원,35.2670397,129.0231606,N
금곡청소년수련원,35.25948514,129.0166789,N
화명오토캠핑장,35.22236866,129.0006771,N
1박2일모텔,35.21037217,129.0040236,N
스카이모텔,35.21034206,129.004183,N
송림장여관,35.21039303,129.004456,Y
에이유호텔,35.21040931,129.0031021,N
리베라모텔,35.21043553,129.0035535,N
매직모텔,35.21095051,129.0053979,N
덕천모텔,35.21172191,129.0093667,N
만수장모텔,35.21114622,129.0072182,N
덕천코코호텔,35.21197204,129.0095596,N
일번가모텔,35.21113288,129.0070297,Y
온누리원룸텔,35.21090387,129.0064505,N
그림모텔,35.21114173,129.0061453,N
힐링모텔,35.21107664,129.005949,N
동원장,35.21076858,129.0057516,Y
브라운도트호텔,35.21086504,129.0062893,N
투헤븐호텔,35.21011239,129.0036485,N
덕천여인숙,35.21022919,129.0040292,Y
